date,close,volume,active_addresses,tx_count
2021-10-20,4161.76,101283.49953218,617867,1259885
2021-10-21,4054.13,150764.0955634,614826,1277275
2021-10-22,3972.43,81638.01702926,599968,1256044
2021-10-23,4167.49,69701.25147474,613428,1235169
2021-10-24,4081.56,70020.17226321,597172,1261312
2021-10-25,4220.71,70510.94155545,601353,1299495
2021-10-26,4130.34,79497.9868986,611277,1344772
2021-10-27,3921.55,140003.94982091,619064,1370504
2021-10-28,4285.78,135337.3841827,692894,1510502
2021-10-29,4419.83,96327.19114504,711169,1456333
2021-10-30,4322.69,59235.84759207,659889,1379095
2021-10-31,4286.91,76881.72029347,627757,1304184
2021-11-01,4319.75,76664.7180629,659285,1341733
2021-11-02,4588.99,84707.8533259,676772,1395656
2021-11-03,4602.48,82607.1786855,698045,1417221
2021-11-04,4533.03,73085.76053192,667719,1352186
2021-11-05,4474.76,52012.15909085,653772,1339661
2021-11-06,4517.38,50290.11968835,626349,1255921
2021-11-07,4613.4,46200.75425505,635934,1276998
2021-11-08,4807.57,65322.66048497,652985,1329018
2021-11-09,4732.74,52805.50949581,615663,1334145
2021-11-10,4630.67,75325.25079019,667073,1390746
2021-11-11,4719.98,45644.81144755,648381,1347643
2021-11-12,4665.23,60055.43917991,643077,1345131
2021-11-13,4644.16,34744.37549281,645914,1300464
2021-11-14,4626.34,41127.10364615,643453,1275744
2021-11-15,4563.02,51291.30863142,606035,1289636
2021-11-16,4207.55,108338.29528815,609878,1310153
2021-11-17,4288.15,65262.9718655,695411,1353219
2021-11-18,3996.76,95071.38094942,591158,1284250
2021-11-19,4295.07,62941.95585169,609854,1255788
2021-11-20,4412.11,54328.82603837,557039,1160128
2021-11-21,4257.97,50145.4664494,607663,1260939
2021-11-22,4086.3,105175.36655985,546020,1221508
2021-11-23,4339.29,83408.52127558,580960,1264994
2021-11-24,4270.03,82403.40586147,603666,1342491
2021-11-25,4524.2,69770.74302369,593203,1301578
2021-11-26,4041.88,111659.8776264,600396,1297524
2021-11-27,4094.68,53827.87791294,550277,1213284
2021-11-28,4294.94,78914.74560822,527846,1135653
2021-11-29,4444.68,66260.77137182,600952,1247688
2021-11-30,4629.74,109643.93266449,626326,1280926
2021-12-01,4583.44,75639.68498809,580963,1221643
2021-12-02,4511.75,80886.60592617,608129,1265286
2021-12-03,4216.25,99165.02162965,565386,1211488
2021-12-04,4117.87,128874.35594323,552442,1235697
2021-12-05,4197.19,87779.8787545,827716,1386491
2021-12-06,4347.77,115799.54851255,590752,1244773
2021-12-07,4306.53,80137.56082169,596211,1224771
2021-12-08,4435.92,81511.54792412,646033,1296307
2021-12-09,4104.04,82867.92640374,607679,1251338
2021-12-10,3897.72,94416.2267509,615402,1237735
2021-12-11,4089.28,67202.22194992,580529,1199384
2021-12-12,4130.31,48337.04632096,597666,1181898
2021-12-13,3781.75,97091.48579134,610119,1242978
2021-12-14,3860.0,80512.35826306,617851,1214900
2021-12-15,4018.48,122821.2383718,607023,1258462
2021-12-16,3957.43,85445.48452829,601543,1155456
2021-12-17,3875.0,86807.0926989,615023,1270355
2021-12-18,3960.01,59202.25631211,567903,1159873
2021-12-19,3924.03,63918.12064929,565355,1137581
2021-12-20,3944.25,78345.14267615,591470,1201239
2021-12-21,4015.22,60939.84175623,597365,1203638
2021-12-22,3979.27,67264.52389928,628066,1233315
2021-12-23,4111.74,80707.67058904,593940,1245242
2021-12-24,4045.61,67500.32275555,629177,1298329
2021-12-25,4094.57,51629.10224647,609518,1299519
2021-12-26,4063.0,52009.76274016,592616,1206942
2021-12-27,4038.51,67935.67287596,621784,1252037
2021-12-28,3793.37,87124.57207732,595032,1241032
2021-12-29,3629.8,61313.93429108,564074,1252468
2021-12-30,3709.38,60626.61224438,602454,1255688
2021-12-31,3676.92,64888.37625839,578540,1214585
2022-01-01,3765.82,46234.06703259,581310,1180989
2022-01-02,3828.88,46165.09377866,551998,1158900
2022-01-03,3765.14,58371.87649254,591354,1209173
2022-01-04,3785.14,75994.1259423,601544,1221316
2022-01-05,3539.99,115517.04390514,632107,1249628
2022-01-06,3406.6,103042.48874041,607697,1212495
2022-01-07,3197.87,129735.25503644,589283,1188490
2022-01-08,3081.05,102117.04866174,596125,1183873
2022-01-09,3151.57,80528.34528792,534489,1108322
2022-01-10,3082.72,105700.49600976,524870,1233195
2022-01-11,3240.17,96478.66070557,591386,1277649
2022-01-12,3372.14,104643.40286878,634922,1283346
2022-01-13,3241.02,84926.92288746,658808,1282921
2022-01-14,3308.17,77782.42502392,593126,1218460
2022-01-15,3325.64,49757.82421293,616538,1174849
2022-01-16,3347.28,43036.43592663,591290,1162954
2022-01-17,3210.25,68718.01928123,592963,1198719
2022-01-18,3160.2,78016.72880755,584159,1169526
2022-01-19,3084.76,71943.67062011,606823,1223143
2022-01-20,3000.95,80938.90920011,591925,1190018
2022-01-21,2567.52,180423.93343956,567601,1189898
2022-01-22,2411.56,176377.94640748,566830,1204920
2022-01-23,2539.68,112647.47869016,541674,1077884
2022-01-24,2440.38,181457.32931311,550404,1147109
2022-01-25,2459.0,105355.33977613,571545,1177640
2022-01-26,2462.3,162862.40061474,559574,1146116
2022-01-27,2424.72,151595.51776152,537711,1133684
2022-01-28,2546.15,124589.37800403,563345,1137559
2022-01-29,2601.99,69288.2534751,564639,1147157
2022-01-30,2601.24,63491.58036672,581901,1183850
2022-01-31,2686.71,93829.48169554,603862,1177345
2022-02-01,2787.52,90566.69166433,596580,1173199
2022-02-02,2679.78,110197.5548614,582512,1152665
2022-02-03,2696.71,97204.98668565,564022,1111215
2022-02-04,2995.87,132058.35771789,600857,1168994
2022-02-05,3013.39,75599.14349994,664334,1235023
2022-02-06,3055.97,57883.68467582,631736,1173884
2022-02-07,3139.76,112874.3938086,607608,1163338
2022-02-08,3116.6,129716.83114644,610323,1180780
2022-02-09,3243.58,86881.80142674,618614,1205889
2022-02-10,3072.44,125421.94668783,623464,1205676
2022-02-11,2926.93,110987.70925999,628135,1183966
2022-02-12,2918.91,80262.28397811,593930,1114648
2022-02-13,2871.82,59160.87230376,609734,1115296
2022-02-14,2929.97,89199.6069905,616653,1147522
2022-02-15,3183.96,90513.94320285,603711,1192633
2022-02-16,3122.17,75454.74221795,574473,1194693
2022-02-17,2891.64,107554.39062977,571833,1141997
2022-02-18,2779.52,101106.75194612,532857,1252754
2022-02-19,2763.88,62985.84588413,560677,1150162
2022-02-20,2621.86,78139.38160794,573519,1343869
2022-02-21,2568.9,124480.6148019,539817,1134349
2022-02-22,2636.66,115732.22058727,550464,1129213
2022-02-23,2579.14,94886.75349749,579757,1147632
2022-02-24,2595.5,250376.93688377,581027,1181182
2022-02-25,2767.99,130018.65582872,596415,1137898
2022-02-26,2778.96,84018.14769504,623437,1167802
2022-02-27,2617.0,134029.93479699,582203,1125065
2022-02-28,2921.96,142410.26559629,559824,1108112
2022-03-01,2976.1,81299.47554204,591290,1161564
2022-03-02,2947.4,83674.80184894,615639,1191369
2022-03-03,2833.29,72615.98524122,603657,1167187
2022-03-04,2622.3,82473.71732322,606641,1167450
2022-03-05,2665.79,38637.1424175,570463,1077981
2022-03-06,2550.28,51505.70397516,588892,1123245
2022-03-07,2492.17,101641.83723342,604545,1174568
2022-03-08,2575.97,71509.58819069,662168,1195626
2022-03-09,2727.3,77311.25174401,636798,1178322
2022-03-10,2606.81,46876.38917167,705372,1229591
2022-03-11,2556.7,40607.63674949,587448,1119334
2022-03-12,2568.56,21038.48443271,603452,1120627
2022-03-13,2515.65,25989.90530997,554862,1041827
2022-03-14,2590.08,36840.23424236,565713,1097913
2022-03-15,2618.01,37850.54893875,637927,1190207
2022-03-16,2773.66,55690.11406719,688363,1236011
2022-03-17,2812.68,35017.56787878,576394,1174532
2022-03-18,2939.07,42351.01006867,708137,1265944
2022-03-19,2950.89,26866.8735217,602552,1127607
2022-03-20,2861.72,32902.14363994,589913,1119066
2022-03-21,2890.29,38041.98524175,622971,1162829
2022-03-22,2969.16,50470.85294532,662271,1220571
2022-03-23,3035.96,44228.04415495,615398,1164437
2022-03-24,3110.72,51911.16651128,591502,1151969
2022-03-25,3101.96,47064.04582649,587955,1146814
2022-03-26,3144.66,21542.78218753,598766,1123878
2022-03-27,3295.48,41612.06602884,589698,1122675
2022-03-28,3333.69,87719.74624243,600048,1218023
2022-03-29,3400.52,76712.84192876,606799,1199899
2022-03-30,3386.05,63811.94239755,578060,1152200
2022-03-31,3281.09,95903.75631157,588465,1167121
2022-04-01,3455.55,125311.643126,565447,1159493
2022-04-02,3444.31,107297.87663534,540619,1094668
2022-04-03,3521.62,101907.84213291,533294,1060779
2022-04-04,3518.9,136882.43659203,522069,1105170
2022-04-05,3406.31,98214.8748484,542184,1087129
2022-04-06,3167.78,119846.79164201,553413,1127174
2022-04-07,3226.96,53752.61774784,545393,1127793
2022-04-08,3192.65,73598.16528362,539721,1104419
2022-04-09,3258.58,30534.36040439,568479,1085399
2022-04-10,3202.31,38290.92273255,564604,1104239
2022-04-11,2979.84,71068.61840932,547339,1113264
2022-04-12,3027.2,80069.29552423,531996,1112524
2022-04-13,3118.22,83259.56187217,511890,1067983
2022-04-14,3022.05,61720.1261333,553038,1117285
2022-04-15,3040.2,33016.50591455,550349,1110994
2022-04-16,3059.53,28704.75042528,548320,1059286
2022-04-17,2988.36,47034.86200587,528863,1043251
2022-04-18,3055.87,66326.97609082,555385,1103439
2022-04-19,3102.43,71367.88883691,651247,1214496
2022-04-20,3076.5,85230.98169893,655981,1241534
2022-04-21,2983.18,106687.64377752,544777,1119925
2022-04-22,2962.23,84947.18904235,572976,1144822
2022-04-23,2932.46,30958.67288425,540859,1051478
2022-04-24,2921.0,39111.97680849,559200,1071778
2022-04-25,3006.39,82167.73282858,559293,1149227
2022-04-26,2809.44,73417.57427671,564643,1125250
2022-04-27,2889.39,55961.42199247,572913,1161504
2022-04-28,2936.96,77185.82449617,567858,1155514
2022-04-29,2816.99,80888.79353478,556135,1168081
2022-04-30,2726.95,53444.36720465,555823,1211671
2022-05-01,2824.74,69998.87508844,516314,1154787
2022-05-02,2855.84,93881.09869362,508839,1112065
2022-05-03,2781.72,66889.34582558,508627,1077506
2022-05-04,2940.64,59982.18457898,557482,1102254
2022-05-05,2749.24,95220.95319834,593851,1187804
2022-05-06,2692.0,99297.31420878,557019,1116562
2022-05-07,2635.78,74419.90836146,536753,1051489
2022-05-08,2519.95,91105.18234529,560544,1087198
2022-05-09,2229.29,186350.01705342,558479,1158340
2022-05-10,2342.0,194806.57919196,576970,1202934
2022-05-11,2085.6,319484.7387409,520754,1210708
2022-05-12,1960.15,315343.22617544,658062,1327755
2022-05-13,2009.22,150733.2176455,695591,1342405
2022-05-14,2056.43,95268.74151013,567897,1139785
2022-05-15,2145.5,70988.22443404,549377,1089441
2022-05-16,2023.44,83230.7361076,573392,1124352
2022-05-17,2090.96,81804.80381898,546736,1135718
2022-05-18,1914.89,102307.26684804,605317,1177913
2022-05-19,2020.0,107529.15802414,538886,1093367
2022-05-20,1959.01,81528.33362634,525097,1112811
2022-05-21,1974.97,57406.34972052,539737,1094539
2022-05-22,2043.13,60699.16410155,512640,1055644
2022-05-23,1973.38,95177.73494277,516478,1085863
2022-05-24,1979.34,78980.93783231,529361,1100715
2022-05-25,1943.0,70987.1178303,508394,1094639
2022-05-26,1792.23,147496.09694124,474789,1071180
2022-05-27,1727.66,170149.95479299,494939,1093469
2022-05-28,1792.21,54785.83171153,540979,1069802
2022-05-29,1813.56,52677.78221706,525079,1065407
2022-05-30,1999.29,109618.54818677,467010,1070320
2022-05-31,1942.23,112136.05623955,535077,1149142
2022-06-01,1818.13,164567.80133703,497974,1091283
2022-06-02,1834.28,100683.1607971,469844,1092776
2022-06-03,1775.35,82563.7008493,471612,1067485
2022-06-04,1804.72,43290.14490397,452819,1029121
2022-06-05,1806.17,44707.85449899,449159,1007109
2022-06-06,1859.73,113158.0468002,480143,1044319
2022-06-07,1813.59,153188.08586816,471285,1050984
2022-06-08,1792.0,87435.06944618,445135,1042749
2022-06-09,1788.7,61448.03930885,468652,1022462
2022-06-10,1662.68,93703.55698995,502689,1079448
2022-06-11,1532.86,106591.41323811,504859,1031618
2022-06-12,1435.51,122316.90430363,479435,1021635
2022-06-13,1209.71,417164.91014602,495554,1109435
2022-06-14,1208.94,300945.26675668,502774,1086757
2022-06-15,1237.59,421576.17659211,485344,1097000
2022-06-16,1068.55,227846.89546723,512976,1100312
2022-06-17,1087.0,176972.77921892,520393,1110579
2022-06-18,995.15,244973.81811985,486081,1058336
2022-06-19,1128.63,239124.37194627,471524,1018674
2022-06-20,1128.14,236296.09757175,481392,1042748
2022-06-21,1125.64,204151.76901631,456202,1012862
2022-06-22,1049.99,166790.08882411,458693,988683
2022-06-23,1144.64,169131.64617166,439159,967965
2022-06-24,1225.2,234096.87071744,469974,1019472
2022-06-25,1241.75,109064.10377064,411050,939290
2022-06-26,1197.72,119984.4361092,392526,919721
2022-06-27,1192.7,168929.39910617,452419,994102
2022-06-28,1144.25,200177.53865412,433686,976577
2022-06-29,1100.05,178064.3769033,434797,1005566
2022-06-30,1071.43,256806.36519266,444774,1054433
2022-07-01,1059.71,186034.8146704,528527,1178620
2022-07-02,1067.1,102085.38603509,557002,1189382
2022-07-03,1074.26,85749.51014031,501278,1157052
2022-07-04,1150.9,158447.17915889,498451,1151999
2022-07-05,1132.3,192079.82529545,495235,1182504
2022-07-06,1186.47,172013.41726067,506042,1161432
2022-07-07,1237.18,137721.63349834,523021,1194330
2022-07-08,1214.12,186070.43452806,512454,1192819
2022-07-09,1216.78,76276.00706201,525366,1170747
2022-07-10,1168.4,114406.07438728,530270,1148902
2022-07-11,1096.12,155031.50700612,475953,1146369
2022-07-12,1038.46,175786.27482286,490073,1135896
2022-07-13,1115.67,223778.75822292,518760,1174882
2022-07-14,1193.59,200672.34973752,546310,1189567
2022-07-15,1231.34,187912.17932617,577324,1217596
2022-07-16,1356.25,154969.06781584,619314,1241502
2022-07-17,1338.67,123028.24900317,581176,1245545
2022-07-18,1580.56,253143.13991944,537891,1213565
2022-07-19,1542.54,236514.28701687,519793,1175526
2022-07-20,1521.27,180334.75886498,528020,1191452
2022-07-21,1574.94,133727.29858618,545645,1204397
2022-07-22,1535.59,128156.04423552,576567,1201699
2022-07-23,1548.51,101553.55793939,530546,1144468
2022-07-24,1597.97,113871.82590472,524671,1122303
2022-07-25,1440.88,159394.00135054,640296,1275861
2022-07-26,1449.0,161723.53725054,1093869,1679068
2022-07-27,1635.95,190030.25184898,567464,1197448
2022-07-28,1724.21,193425.95675456,535301,1158611
2022-07-29,1721.45,146877.45747892,562772,1192330
2022-07-30,1696.81,102040.85214494,573180,1179749
2022-07-31,1678.1,80293.13406496,559164,1158621
2022-08-01,1629.62,105911.05231468,698752,1342202
2022-08-02,1630.35,148838.33891522,571530,1206185
2022-08-03,1618.42,114965.59257951,613693,1250888
2022-08-04,1607.46,101971.69698191,877419,1459603
2022-08-05,1736.67,144676.04215387,587625,1207188
2022-08-06,1690.86,80865.34598656,589391,1148225
2022-08-07,1699.99,72665.98269876,582020,1166932
2022-08-08,1777.33,131900.62664243,541581,1167115
2022-08-09,1702.87,118522.44428115,522334,1125139
2022-08-10,1853.18,194378.20951767,533069,1160380
2022-08-11,1880.52,194352.47624835,503734,1098707
2022-08-12,1958.3,120333.50084682,534168,1130848
2022-08-13,1983.76,103736.44225428,532368,1106236
2022-08-14,1935.32,94857.27851397,512568,1102367
2022-08-15,1899.2,150407.29204846,494818,1104408
2022-08-16,1876.78,70146.37637206,525862,1086312
2022-08-17,1834.39,115914.72089272,537548,1099261
2022-08-18,1846.66,74899.23562288,538528,1117868
2022-08-19,1608.9,152831.93922124,502429,1093309
2022-08-20,1575.9,112842.50843358,497772,1096088
2022-08-21,1617.66,97330.40413528,528550,1077250
2022-08-22,1624.92,114571.60458529,484055,1059940
2022-08-23,1665.41,89906.91780457,485443,1075718
2022-08-24,1656.44,82489.3255495,496825,1043820
2022-08-25,1695.09,85606.8325616,514001,1074563
2022-08-26,1508.13,137863.65767852,488293,1057768
2022-08-27,1491.16,91998.8124689,500365,1047949
2022-08-28,1427.07,64561.03276163,482671,1025044
2022-08-29,1551.9,116703.86389734,476802,1083202
2022-08-30,1524.26,137106.99001833,466380,1051964
2022-08-31,1553.92,100729.73849905,467317,1035135
2022-09-01,1585.97,80859.89414801,491474,1085160
2022-09-02,1575.17,89745.08075842,516909,1083220
2022-09-03,1557.49,41093.33465656,528322,1035586
2022-09-04,1578.81,37675.87116197,592327,1113119
2022-09-05,1617.38,52413.24873651,529155,1091350
